window	gate_status	branch	execution_bias	execution_score	decision_hint	execution_readiness	prediction_vote_score	hybrid_transition_hazard	duration_remaining_expected_bars	branch_probability	path_ranker_score_used_by_execution_tree	path_ranker_score_visible_to_execution_tree	ranker_score_path_id	ranker_score_runtime_source	ranker_score_raw_path_score	ranker_score_calibrated_path_prob	ranker_score_path_prob_lower_bound	ranker_score_execution_gate_status	path_ranker_runtime_source	path_ranker_model_family	ranker_validation_ready	readiness_gap_to_observe	readiness_gap_to_ready	top_positive_feature	top_positive_contribution	top_negative_feature	top_negative_contribution	pythagorean_overstretch	ising_phase_transition_risk	spectral_entropy	dominant_cycle_energy	cycle_phase_alignment	consumer_reason
455	observe	transition_guardrail	guarded	0.558416	execution_guarded_due_to_high_transition_hazard	0.358800	0.546300	0.609000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.091200	0.291200	ising_phase_transition_risk	0.430628	branch_probability	-0.500000	1.000000	0.269400	0.495800		-0.471600	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
456	observe	transition_guardrail	guarded	0.551914	execution_guarded_due_to_high_transition_hazard	0.409900	0.543100	0.632000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.040100	0.240100	dominant_cycle_energy	0.551483	branch_probability	-0.500000		0.271400	0.294900	0.701500		market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
457	blocked	block_crowded	skip	0.572005	execution_blocked_regardless_of_prediction	0.353200	0.553100			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.096800	0.296800	cycle_phase_alignment	0.591599	branch_probability	-0.500000		0.255700	0.444400	0.524600	0.591600	market_state=RangeConsolidation/WideRange | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
458	observe	transition_guardrail	guarded	0.579780	execution_guarded_due_to_high_transition_hazard	0.415500	0.550400	0.639000	1.650000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.034500	0.234500	dominant_cycle_energy	0.521343	branch_probability	-0.500000	1.000000	0.255700	0.342300	0.671300		market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
459	observe	transition_guardrail	guarded	0.560129	execution_guarded_due_to_low_remaining_regime_duration	0.440300	0.547500	0.643000	0.400000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.009700	0.209700	dominant_cycle_energy	0.446890	cycle_phase_alignment	-0.622558		0.277600	0.465600	0.596900	-0.622600	market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
460	observe	transition_guardrail	guarded	0.562390	execution_guarded_due_to_high_transition_hazard	0.414400	0.548400	0.624000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.035600	0.235600	ising_phase_transition_risk	0.443995	cycle_phase_alignment	-0.612967	0.283600	0.256000			-0.613000	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
461	observe	transition_guardrail	guarded	0.563704	execution_guarded_due_to_low_remaining_regime_duration	0.437800	0.548900	0.641000	0.400000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.012200	0.212200	ising_phase_transition_risk	0.399784	branch_probability	-0.500000	0.437000	0.300200				market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
462	observe	transition_guardrail	guarded	0.556546	execution_guarded_due_to_high_transition_hazard	0.494500	0.545700	0.630000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.155500	pythagorean_overstretch	0.592857	branch_probability	-0.500000	0.107100	0.271300			-0.499800	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
463	observe	transition_guardrail	guarded	0.550609	execution_guarded_due_to_low_remaining_regime_duration	0.445300	0.542900	0.657000	0.400000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.004700	0.204700	ising_phase_transition_risk	0.423898	cycle_phase_alignment	-0.772368	0.289900	0.276100			-0.772400	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
464	observe	transition_guardrail	guarded	0.556533	execution_guarded_due_to_high_transition_hazard	0.479000	0.545700	0.669000		0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.171000	ising_phase_transition_risk	0.336604	cycle_phase_alignment	-0.995553	1.000000	0.363400		0.320500	-0.995600	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
465	observe	transition_guardrail	guarded	0.581207	execution_guarded_due_to_high_transition_hazard	0.344700	0.557800	0.604000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.105300	0.305300	dominant_cycle_energy	0.506028	branch_probability	-0.500000		0.255700	0.412500	0.656000	0.505400	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
466	observe	transition_guardrail	guarded	0.560467	execution_guarded_due_to_high_transition_hazard	0.392000	0.547800	0.638000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.058000	0.258000	dominant_cycle_energy	0.465975	branch_probability	-0.500000		0.268400	0.450300	0.616000		market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
467	blocked	block_crowded	passive	0.441493	execution_blocked_regardless_of_prediction	0.272900	0.544400		1.850000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.177100	0.377100	cycle_phase_alignment	0.652216	branch_probability	-0.500000	0.911800	0.247000			0.652200	market_state=TrendExpansion/BullTrendExhaustion | execution=blocked/block_crowded/passive | ranker=unknown/unknown/not_ready
468	observe	transition_guardrail	guarded	0.563409	execution_guarded_due_to_low_remaining_regime_duration	0.382400	0.548700	0.558000	0.850000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.067600	0.267600	ising_phase_transition_risk	0.420470	branch_probability	-0.500000		0.279500	0.514100	0.527900	0.390500	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
469	observe	transition_guardrail	guarded	0.566509	execution_guarded_due_to_low_remaining_regime_duration	0.338100	0.550700	0.591000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.111900	0.311900	ising_phase_transition_risk	0.418452	cycle_phase_alignment	-0.898353		0.281500		0.416200	-0.898400	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
470	observe	transition_guardrail	guarded	0.520295	execution_guarded_due_to_low_remaining_regime_duration	0.362300	0.545000	0.671000	0.400000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.087700	0.287700	ising_phase_transition_risk	0.423928	cycle_phase_alignment	-0.999767		0.276100	0.445400		-0.999800	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
471	observe	transition_guardrail	guarded	0.451203	execution_guarded_due_to_high_transition_hazard	0.315700	0.549400	0.679000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.134300	0.334300	spectral_entropy	0.479436	branch_probability	-0.500000		0.263700	0.320600	0.628600		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
472	blocked	block_crowded	skip	0.559821	execution_blocked_regardless_of_prediction	0.392800	0.547400			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.057200	0.257200	ising_phase_transition_risk	0.412505	cycle_phase_alignment	-0.762743	1.000000	0.287500	0.398700		-0.762700	market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
473	observe	transition_guardrail	guarded	0.560454	execution_guarded_due_to_low_remaining_regime_duration	0.415100	0.547500	0.660000	0.400000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.034900	0.234900	ising_phase_transition_risk	0.423416	branch_probability	-0.500000		0.276600	0.431200	0.448100		market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
474	observe	transition_guardrail	guarded	0.556333	execution_guarded_due_to_low_remaining_regime_duration	0.418400	0.545800	0.628000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.031600	0.231600	cycle_phase_alignment	0.962615	branch_probability	-0.500000	0.972700	0.300300			0.962600	market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
475	observe	transition_guardrail	guarded	0.572833	execution_guarded_due_to_low_remaining_regime_duration	0.409200	0.553800	0.640000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.040800	0.240800	ising_phase_transition_risk	0.398741	cycle_phase_alignment	-0.674717	0.352900	0.301300	0.546500		-0.674700	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
476	observe	transition_guardrail	guarded	0.558695	execution_guarded_due_to_low_remaining_regime_duration	0.436000	0.546700	0.665000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.014000	0.214000	pythagorean_overstretch	0.622269	cycle_phase_alignment	-0.871824	0.077700	0.298500		0.513600	-0.871800	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
477	observe	transition_guardrail	guarded	0.444738	execution_guarded_due_to_low_remaining_regime_duration	0.277200	0.546300	0.656000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.172800	0.372800	cycle_phase_alignment	0.786649	branch_probability	-0.500000	0.458000	0.278400			0.786600	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
478	observe	transition_guardrail	guarded	0.563354	execution_guarded_due_to_high_transition_hazard	0.472000	0.549000	0.661000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.178000	pythagorean_overstretch	0.582353	cycle_phase_alignment	-0.968554	0.117600	0.271600	0.605300		-0.968600	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
479	observe	transition_guardrail	guarded	0.440650	execution_guarded_due_to_high_transition_hazard	0.309600	0.544000	0.689000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.140400	0.340400	spectral_entropy	0.403822	branch_probability	-0.500000		0.363300	0.396200	0.484000		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
480	observe	transition_guardrail	guarded	0.566707	execution_guarded_due_to_high_transition_hazard	0.447000	0.550600	0.688000	2.100000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.003000	0.203000	ising_phase_transition_risk	0.400975	branch_probability	-0.500000	1.000000	0.299000	0.490400		-0.261400	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
481	observe	transition_guardrail	guarded	0.569447	execution_guarded_due_to_low_remaining_regime_duration	0.436100	0.552300	0.681000	1.100000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.013900	0.213900	pythagorean_overstretch	0.649580	branch_probability	-0.500000	0.050400	0.361000	0.477300	0.495600		market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
482	observe	transition_guardrail	guarded	0.577362	execution_guarded_due_to_low_remaining_regime_duration	0.470400	0.556000	0.619000	0.100000	0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.179600	ising_phase_transition_risk	0.337046	cycle_phase_alignment	-0.999601	1.000000	0.363000	0.616200	0.334400	-0.999600	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
483	observe	transition_guardrail	guarded	0.578915	execution_guarded_due_to_low_remaining_regime_duration	0.459100	0.556800	0.572000	0.263000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.190900	dominant_cycle_energy	0.569739	branch_probability	-0.500000	0.157600		0.290800	0.719700	0.502200	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
484	observe	transition_guardrail	guarded	0.561369	execution_guarded_due_to_low_remaining_regime_duration	0.446000	0.548200	0.668000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.004000	0.204000	dominant_cycle_energy	0.564052	branch_probability	-0.500000	0.453800	0.294300	0.295800	0.714100		market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
485	blocked	block_crowded	skip	0.437560	execution_blocked_regardless_of_prediction	0.280200	0.542500			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.169800	0.369800	dominant_cycle_energy	0.745822	branch_probability	-0.500000		0.276600	0.143600	0.895800		market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
